subject,condition,stress,window_start_s,sdnn,median_rr,cv_rr,rmssd,pnn50,pnn20,mean_hr,std_hr,min_hr,max_hr,hr_range,sd1,sd2,sd_ratio,lf_power,hf_power,lf_hf_ratio,total_power,lf_norm
S10,baseline,0,92.9,41.803995003484005,667.1428571428635,0.06220862645765465,18.035074124130595,2.2988505747126435,18.39080459770115,89.62980768916424,5.609225480720648,78.50467289719572,107.69230769230361,29.187634795107897,12.794267154319149,57.71875539620151,4.51129827914501,204.5311355790069,71.83147034222947,2.8473750377731553,276.36260592123637,74.00825263505385
S10,baseline,0,122.9,32.26006780159266,630.7142857143049,0.051123827974875274,10.66681753239882,0.0,7.526881720430108,95.33242806607842,4.913639405123097,85.53971486761618,107.69230769230361,22.15259282468743,7.572687966492272,44.98975823550127,5.941055333927997,398.1561737672889,34.928395840320526,11.399211563780629,433.08456960760947,91.93497106766769
S10,baseline,0,152.9,23.166617919239822,606.4285714285802,0.037987140005255084,8.069496164992788,0.0,3.0927835051546393,98.52050752251063,3.6312020216883805,88.42105263157683,105.52763819095429,17.106585559377464,5.73348746687908,32.256960382206316,5.626062770442369,107.34011457746766,14.534973725822509,7.384954152807969,121.87508830329017,88.07387635309706
S10,baseline,0,182.9,17.94133687183571,591.4285714285796,0.03037080627366268,6.3919914849145005,0.0,0.0,101.6602331844939,3.102563513318956,94.38202247190794,109.37499999999585,14.992977528087906,4.536149652183837,24.964103906016245,5.5033686761189164,22.773193067109766,12.309355672971039,1.8500719023917138,35.0825487400808,64.91316590431198
S10,baseline,0,212.9,17.650138334599976,579.9999999999841,0.03036820755435052,7.010081358634525,0.0,0.9900990099009901,103.32661456840202,3.0859628358869466,94.80812641083446,109.37499999999585,14.56687358916139,4.980584652376625,24.459119832519356,4.910893306641823,246.63542272649542,25.719946021304597,9.589266731827507,272.3553687478,90.55647548291176
S10,baseline,0,242.9,59.079589878842576,587.142857142851,0.09814732299182045,35.83449158523484,8.16326530612245,18.367346938775512,100.49716985427597,8.534697542957119,70.23411371237503,121.73913043478501,51.50501672240998,25.46679454085118,79.57536211867684,3.1246713044718026,1946.1979540575296,415.60305113526204,4.682828840503677,2361.8010051927918,82.40313005958193
S10,baseline,0,272.9,55.950191529349496,621.4285714285666,0.0894761738379083,36.00549965228746,7.446808510638298,19.148936170212767,96.66052211757363,8.104993083619899,70.23411371237503,121.73913043478501,51.50501672240998,25.585701830246336,74.87469349650463,2.926427189423076,1656.6496273786634,256.89008313791606,6.448865628219916,1913.5397105165794,86.57513707575131
S10,baseline,0,302.9,25.83715468194149,620.0000000000045,0.04141467896808901,12.606472295036593,0.0,11.702127659574469,96.33371034219587,3.8870040860572437,83.83233532934148,103.96039603960344,20.128060710261963,8.958766799375113,35.423969590540764,3.954112254937994,672.5719643887583,52.59896645962153,12.78679049530506,725.1709308483798,92.74668023467434
S10,baseline,0,332.9,26.57177696257489,604.2857142857088,0.04353296310191422,10.869901651106897,0.0,8.333333333333332,98.4726861886682,4.040116391853518,83.83233532934148,103.96039603960344,20.128060710261963,7.72302368765269,36.775991720382024,4.761864420949302,132.5206289938697,27.629015815000628,4.796429589863286,160.14964480887033,82.74800056661111
S10,baseline,0,362.9,23.821030694199465,588.571428571413,0.04055058437060346,9.283516223362437,0.0,5.0,102.30963449786725,4.278340558516563,95.45454545454471,116.34349030470688,20.88894485016216,6.596187438513067,33.03593979205054,5.008338544045014,143.04705120147852,24.901255111901303,5.744571932565385,167.94830631337982,85.17326214327086
S10,baseline,0,392.9,20.24148914166393,572.8571428571456,0.035179058668667273,9.058076055479765,0.0,4.854368932038835,104.405882471782,3.67405296548812,96.55172413793179,116.34349030470688,19.79176616677509,6.435434589407338,27.893026852417023,4.33428799017376,264.7297252233779,38.09484360185968,6.9492272494972145,302.8245688252376,87.4201608708161
